Message ID,Message Name,Sender,Signal Name,Start Bit,Size (bits),Factor,Offset,Min,Max,Unit,Cycle Time (ms),Data Type
,Telemetry_RTC_Time,DAQ-Telemetry,RTC_Minute,8,8,1,0,0,59,minutes,1000,uint8_t
,Telemetry_RTC_Time,DAQ-Telemetry,RTC_Second,16,8,1,0,0,59,seconds,1000,uint8_t
,Telemetry_RTC_Time,DAQ-Telemetry,RTC_Subsecond,24,32,1,0,0,999,millisconds,1000,uint32_t
0x521,Telemetry_RTC_Date,DAQ-Telemetry,RTC_Year,0,8,1,0,0,99,,1000,uint8_t
,Telemetry_RTC_Date,DAQ-Telemetry,RTC_Month,8,8,1,0,1,12,,1000,uint8_t
,Telemetry_RTC_Date,DAQ-Telemetry,RTC_Day,16,8,1,0,1,31,,1000,uint8_t
,Telemetry_RTC_Date,DAQ-Telemetry,RTC_Weekday,24,8,1,0,1,7,,1000,uint8_t
0x522,Telemetry_Odometer,DAQ-Telemetry,Miles_Driven,0,32,1,0,0,,mi,100,float
0x523,Telemetry_Status,DAQ-Telemetry,Log_File,0,16,1,0,0,9999,,1000,uint16_t
,Telemetry_Status,DAQ-Telemetry,Logging_Status,16,8,1,0,0,4,"0x00: OK
0x01: CARD_NOT_DETECTED
0x02: MOUNT_ERROR
0x03: CARD_FULL
0x04: SDIO_COMMS_ERROR",1000,uint8_t
,Telemetry_Status,DAQ-Telemetry,Wireless_Hardware_Status,24,8,1,0,0,3,"0x00: OK
0x01: INIT_FAILED
0x02: SPI_ERROR
0x03: FAULT",,uint8_t
,Telemetry_Status,DAQ-Telemetry,Wireless_Protocol_State,32,8,1,0,0,2,"0x00: UNCONNECTED
0x01: HANDSHAKE_PENDING
0x02: CONNECTED",1000,uint8_t
0x524,Telemetry_Active_Aero,DAQ-Telemetry,Servo_Angle,0,8,1,0,0,180,degrees,,uint8_t
0x560,Aero_Strain_Gauge1,DAQ-Strain-Gauge,Strain_Gauge_1,0,32,0.0001,0,-100,100,Newtons,10,float
,Aero_Strain_Gauge1,DAQ-Strain-Gauge,Strain_Gauge_2,32,32,0.0001,0,-100,100,Newtons,10,float
0x561,Aero_Strain_Gauge2,DAQ-Strain-Gauge,Strain_Gauge_3,0,32,0.0001,0,-100,100,Newtons,10,float
,Aero_Strain_Gauge2,DAQ-Strain-Gauge,Strain_Gauge_4,32,32,0.0001,0,-100,100,Newtons,10,float
0x562,Aero_Strain_Gauge3,DAQ-Strain-Gauge,Strain_Gauge_5,0,32,0.0001,0,-100,100,Newtons,10,float
,Aero_Strain_Gauge3,DAQ-Strain-Gauge,Strain_Gauge_6,32,32,0.0001,0,-100,100,Newtons,10,float
0x140,BMS_OWC_C_1,BMS,OWC_Cell_1,0,1,1,0,,,,30000,bool
,BMS_OWC_C_1,BMS,OWC_Cell_2,1,1,1,0,,,,30000,bool
,BMS_OWC_C_1,BMS,OWC_Cell_3,2,1,1,0,,,,30000,bool
,BMS_OWC_C_1,BMS,OWC_Cell_4,3,1,1,0,,,,30000,bool
,BMS_OWC_C_1,BMS,OWC_Cell_5,4,1,1,0,,,,30000,bool
,BMS_OWC_C_1,BMS,OWC_Cell_6,5,1,1,0,,,,30000,bool
,BMS_OWC_C_1,BMS,OWC_Cell_7,6,1,1,0,,,,30000,bool
,BMS_OWC_C_1,BMS,OWC_Cell_8,7,1,1,0,,,,30000,bool
,BMS_OWC_C_1,BMS,OWC_Cell_9,8,1,1,0,,,,30000,bool
,BMS_OWC_C_1,BMS,OWC_Cell_10,9,1,1,0,,,,30000,bool
,BMS_OWC_C_1,BMS,OWC_Cell_11,10,1,1,0,,,,30000,bool
,BMS_OWC_C_1,BMS,OWC_Cell_12,11,1,1,0,,,,30000,bool
,BMS_OWC_C_1,BMS,OWC_Cell_13,12,1,1,0,,,,30000,bool
,BMS_OWC_C_1,BMS,OWC_Cell_14,13,1,1,0,,,,30000,bool
,BMS_OWC_C_1,BMS,OWC_Cell_15,14,1,1,0,,,,30000,bool
,BMS_OWC_C_1,BMS,OWC_Cell_16,15,1,1,0,,,,30000,bool
,BMS_OWC_C_1,BMS,OWC_Cell_17,16,1,1,0,,,,30000,bool
,BMS_OWC_C_1,BMS,OWC_Cell_18,17,1,1,0,,,,30000,bool
,BMS_OWC_C_1,BMS,OWC_Cell_19,18,1,1,0,,,,30000,bool
,BMS_OWC_C_1,BMS,OWC_Cell_20,19,1,1,0,,,,30000,bool
,BMS_OWC_C_1,BMS,OWC_Cell_21,20,1,1,0,,,,30000,bool
,BMS_OWC_C_1,BMS,OWC_Cell_22,21,1,1,0,,,,30000,bool
,BMS_OWC_C_1,BMS,OWC_Cell_23,22,1,1,0,,,,30000,bool
,BMS_OWC_C_1,BMS,OWC_Cell_24,23,1,1,0,,,,30000,bool
,BMS_OWC_C_1,BMS,OWC_Cell_25,24,1,1,0,,,,30000,bool
,BMS_OWC_C_1,BMS,OWC_Cell_26,25,1,1,0,,,,30000,bool
,BMS_OWC_C_1,BMS,OWC_Cell_27,26,1,1,0,,,,30000,bool
,BMS_OWC_C_1,BMS,OWC_Cell_28,27,1,1,0,,,,30000,bool
,BMS_OWC_C_1,BMS,OWC_Cell_29,28,1,1,0,,,,30000,bool
,BMS_OWC_C_1,BMS,OWC_Cell_30,29,1,1,0,,,,30000,bool
,BMS_OWC_C_1,BMS,OWC_Cell_31,30,1,1,0,,,,30000,bool
,BMS_OWC_C_1,BMS,OWC_Cell_32,31,1,1,0,,,,30000,bool
,BMS_OWC_C_1,BMS,OWC_Cell_33,32,1,1,0,,,,30000,bool
,BMS_OWC_C_1,BMS,OWC_Cell_34,33,1,1,0,,,,30000,bool
,BMS_OWC_C_1,BMS,OWC_Cell_35,34,1,1,0,,,,30000,bool
,BMS_OWC_C_1,BMS,OWC_Cell_36,35,1,1,0,,,,30000,bool
,BMS_OWC_C_1,BMS,OWC_Cell_37,36,1,1,0,,,,30000,bool
,BMS_OWC_C_1,BMS,OWC_Cell_38,37,1,1,0,,,,30000,bool
,BMS_OWC_C_1,BMS,OWC_Cell_39,38,1,1,0,,,,30000,bool
,BMS_OWC_C_1,BMS,OWC_Cell_40,39,1,1,0,,,,30000,bool
,BMS_OWC_C_1,BMS,OWC_Cell_41,40,1,1,0,,,,30000,bool
,BMS_OWC_C_1,BMS,OWC_Cell_42,41,1,1,0,,,,30000,bool
,BMS_OWC_C_1,BMS,OWC_Cell_43,42,1,1,0,,,,30000,bool
,BMS_OWC_C_1,BMS,OWC_Cell_44,43,1,1,0,,,,30000,bool
,BMS_OWC_C_1,BMS,OWC_Cell_45,44,1,1,0,,,,30000,bool
,BMS_OWC_C_1,BMS,OWC_Cell_46,45,1,1,0,,,,30000,bool
,BMS_OWC_C_1,BMS,OWC_Cell_47,46,1,1,0,,,,30000,bool
,BMS_OWC_C_1,BMS,OWC_Cell_48,47,1,1,0,,,,30000,bool
,BMS_OWC_C_1,BMS,OWC_Cell_49,48,1,1,0,,,,30000,bool
,BMS_OWC_C_1,BMS,OWC_Cell_50,49,1,1,0,,,,30000,bool
,BMS_OWC_C_1,BMS,OWC_Cell_51,50,1,1,0,,,,30000,bool
,BMS_OWC_C_1,BMS,OWC_Cell_52,51,1,1,0,,,,30000,bool
,BMS_OWC_C_1,BMS,OWC_Cell_53,52,1,1,0,,,,30000,bool
,BMS_OWC_C_1,BMS,OWC_Cell_54,53,1,1,0,,,,30000,bool
,BMS_OWC_C_1,BMS,OWC_Cell_55,54,1,1,0,,,,30000,bool
,BMS_OWC_C_1,BMS,OWC_Cell_56,55,1,1,0,,,,30000,bool
,BMS_OWC_C_1,BMS,OWC_Cell_57,56,1,1,0,,,,30000,bool
,BMS_OWC_C_1,BMS,OWC_Cell_58,57,1,1,0,,,,30000,bool
,BMS_OWC_C_1,BMS,OWC_Cell_59,58,1,1,0,,,,30000,bool
,BMS_OWC_C_1,BMS,OWC_Cell_60,59,1,1,0,,,,30000,bool
,BMS_OWC_C_1,BMS,OWC_Cell_61,60,1,1,0,,,,30000,bool
,BMS_OWC_C_1,BMS,OWC_Cell_62,61,1,1,0,,,,30000,bool
,BMS_OWC_C_1,BMS,OWC_Cell_63,62,1,1,0,,,,30000,bool
,BMS_OWC_C_1,BMS,OWC_Cell_64,63,1,1,0,,,,30000,bool
0x141,BMS_OWC_C_2,BMS,OWC_Cell_65,0,1,1,0,,,,30000,bool
,BMS_OWC_C_2,BMS,OWC_Cell_66,1,1,1,0,,,,30000,bool
,BMS_OWC_C_2,BMS,OWC_Cell_67,2,1,1,0,,,,30000,bool
,BMS_OWC_C_2,BMS,OWC_Cell_68,3,1,1,0,,,,30000,bool
,BMS_OWC_C_2,BMS,OWC_Cell_69,4,1,1,0,,,,30000,bool
,BMS_OWC_C_2,BMS,OWC_Cell_70,5,1,1,0,,,,30000,bool
,BMS_OWC_C_2,BMS,OWC_Cell_71,6,1,1,0,,,,30000,bool
,BMS_OWC_C_2,BMS,OWC_Cell_72,7,1,1,0,,,,30000,bool
,BMS_OWC_C_2,BMS,OWC_Cell_73,8,1,1,0,,,,30000,bool
,BMS_OWC_C_2,BMS,OWC_Cell_74,9,1,1,0,,,,30000,bool
,BMS_OWC_C_2,BMS,OWC_Cell_75,10,1,1,0,,,,30000,bool
,BMS_OWC_C_2,BMS,OWC_Cell_76,11,1,1,0,,,,30000,bool
,BMS_OWC_C_2,BMS,OWC_Cell_77,12,1,1,0,,,,30000,bool
,BMS_OWC_C_2,BMS,OWC_Cell_78,13,1,1,0,,,,30000,bool
,BMS_OWC_C_2,BMS,OWC_Cell_79,14,1,1,0,,,,30000,bool
,BMS_OWC_C_2,BMS,OWC_Cell_80,15,1,1,0,,,,30000,bool
,BMS_OWC_C_2,BMS,OWC_Cell_81,16,1,1,0,,,,30000,bool
,BMS_OWC_C_2,BMS,OWC_Cell_82,17,1,1,0,,,,30000,bool
,BMS_OWC_C_2,BMS,OWC_Cell_83,18,1,1,0,,,,30000,bool
,BMS_OWC_C_2,BMS,OWC_Cell_84,19,1,1,0,,,,30000,bool
,BMS_OWC_C_2,BMS,OWC_Cell_85,20,1,1,0,,,,30000,bool
,BMS_OWC_C_2,BMS,OWC_Cell_86,21,1,1,0,,,,30000,bool
,BMS_OWC_C_2,BMS,OWC_Cell_87,22,1,1,0,,,,30000,bool
,BMS_OWC_C_2,BMS,OWC_Cell_88,23,1,1,0,,,,30000,bool
,BMS_OWC_C_2,BMS,OWC_Cell_89,24,1,1,0,,,,30000,bool
,BMS_OWC_C_2,BMS,OWC_Cell_90,25,1,1,0,,,,30000,bool
,BMS_OWC_C_2,BMS,OWC_Cell_91,26,1,1,0,,,,30000,bool
,BMS_OWC_C_2,BMS,OWC_Cell_92,27,1,1,0,,,,30000,bool
,BMS_OWC_C_2,BMS,OWC_Cell_93,28,1,1,0,,,,30000,bool
,BMS_OWC_C_2,BMS,OWC_Cell_94,29,1,1,0,,,,30000,bool
,BMS_OWC_C_2,BMS,OWC_Cell_95,30,1,1,0,,,,30000,bool
,BMS_OWC_C_2,BMS,OWC_Cell_96,31,1,1,0,,,,30000,bool
,BMS_OWC_C_2,BMS,OWC_Cell_97,32,1,1,0,,,,30000,bool
,BMS_OWC_C_2,BMS,OWC_Cell_98,33,1,1,0,,,,30000,bool
,BMS_OWC_C_2,BMS,OWC_Cell_99,34,1,1,0,,,,30000,bool
,BMS_OWC_C_2,BMS,OWC_Cell_100,35,1,1,0,,,,30000,bool
,BMS_OWC_C_2,BMS,OWC_Cell_101,36,1,1,0,,,,30000,bool
,BMS_OWC_C_2,BMS,OWC_Cell_102,37,1,1,0,,,,30000,bool
,BMS_OWC_C_2,BMS,OWC_Cell_103,38,1,1,0,,,,30000,bool
,BMS_OWC_C_2,BMS,OWC_Cell_104,39,1,1,0,,,,30000,bool
,BMS_OWC_C_2,BMS,OWC_Cell_105,40,1,1,0,,,,30000,bool
,BMS_OWC_C_2,BMS,OWC_Cell_106,41,1,1,0,,,,30000,bool
,BMS_OWC_C_2,BMS,OWC_Cell_107,42,1,1,0,,,,30000,bool
,BMS_OWC_C_2,BMS,OWC_Cell_108,43,1,1,0,,,,30000,bool
,BMS_OWC_C_2,BMS,OWC_Cell_109,44,1,1,0,,,,30000,bool
,BMS_OWC_C_2,BMS,OWC_Cell_110,45,1,1,0,,,,30000,bool
,BMS_OWC_C_2,BMS,OWC_Cell_111,46,1,1,0,,,,30000,bool
,BMS_OWC_C_2,BMS,OWC_Cell_112,47,1,1,0,,,,30000,bool
,BMS_OWC_C_2,BMS,OWC_Cell_113,48,1,1,0,,,,30000,bool
,BMS_OWC_C_2,BMS,OWC_Cell_114,49,1,1,0,,,,30000,bool
,BMS_OWC_C_2,BMS,OWC_Cell_115,50,1,1,0,,,,30000,bool
0x142,BMS_OWC_S_1,BMS,OWC_Cell_1,0,1,1,0,,,,30000,bool
,BMS_OWC_S_1,BMS,OWC_Cell_2,1,1,1,0,,,,30000,bool
,BMS_OWC_S_1,BMS,OWC_Cell_3,2,1,1,0,,,,30000,bool
,BMS_OWC_S_1,BMS,OWC_Cell_4,3,1,1,0,,,,30000,bool
,BMS_OWC_S_1,BMS,OWC_Cell_5,4,1,1,0,,,,30000,bool
,BMS_OWC_S_1,BMS,OWC_Cell_6,5,1,1,0,,,,30000,bool
,BMS_OWC_S_1,BMS,OWC_Cell_7,6,1,1,0,,,,30000,bool
,BMS_OWC_S_1,BMS,OWC_Cell_8,7,1,1,0,,,,30000,bool
,BMS_OWC_S_1,BMS,OWC_Cell_9,8,1,1,0,,,,30000,bool
,BMS_OWC_S_1,BMS,OWC_Cell_10,9,1,1,0,,,,30000,bool
,BMS_OWC_S_1,BMS,OWC_Cell_11,10,1,1,0,,,,30000,bool
,BMS_OWC_S_1,BMS,OWC_Cell_12,11,1,1,0,,,,30000,bool
,BMS_OWC_S_1,BMS,OWC_Cell_13,12,1,1,0,,,,30000,bool
,BMS_OWC_S_1,BMS,OWC_Cell_14,13,1,1,0,,,,30000,bool
,BMS_OWC_S_1,BMS,OWC_Cell_15,14,1,1,0,,,,30000,bool
,BMS_OWC_S_1,BMS,OWC_Cell_16,15,1,1,0,,,,30000,bool
,BMS_OWC_S_1,BMS,OWC_Cell_17,16,1,1,0,,,,30000,bool
,BMS_OWC_S_1,BMS,OWC_Cell_18,17,1,1,0,,,,30000,bool
,BMS_OWC_S_1,BMS,OWC_Cell_19,18,1,1,0,,,,30000,bool
,BMS_OWC_S_1,BMS,OWC_Cell_20,19,1,1,0,,,,30000,bool
,BMS_OWC_S_1,BMS,OWC_Cell_21,20,1,1,0,,,,30000,bool
,BMS_OWC_S_1,BMS,OWC_Cell_22,21,1,1,0,,,,30000,bool
,BMS_OWC_S_1,BMS,OWC_Cell_23,22,1,1,0,,,,30000,bool
,BMS_OWC_S_1,BMS,OWC_Cell_24,23,1,1,0,,,,30000,bool
,BMS_OWC_S_1,BMS,OWC_Cell_25,24,1,1,0,,,,30000,bool
,BMS_OWC_S_1,BMS,OWC_Cell_26,25,1,1,0,,,,30000,bool
,BMS_OWC_S_1,BMS,OWC_Cell_27,26,1,1,0,,,,30000,bool
,BMS_OWC_S_1,BMS,OWC_Cell_28,27,1,1,0,,,,30000,bool
,BMS_OWC_S_1,BMS,OWC_Cell_29,28,1,1,0,,,,30000,bool
,BMS_OWC_S_1,BMS,OWC_Cell_30,29,1,1,0,,,,30000,bool
,BMS_OWC_S_1,BMS,OWC_Cell_31,30,1,1,0,,,,30000,bool
,BMS_OWC_S_1,BMS,OWC_Cell_32,31,1,1,0,,,,30000,bool
,BMS_OWC_S_1,BMS,OWC_Cell_33,32,1,1,0,,,,30000,bool
,BMS_OWC_S_1,BMS,OWC_Cell_34,33,1,1,0,,,,30000,bool
,BMS_OWC_S_1,BMS,OWC_Cell_35,34,1,1,0,,,,30000,bool
,BMS_OWC_S_1,BMS,OWC_Cell_36,35,1,1,0,,,,30000,bool
,BMS_OWC_S_1,BMS,OWC_Cell_37,36,1,1,0,,,,30000,bool
,BMS_OWC_S_1,BMS,OWC_Cell_38,37,1,1,0,,,,30000,bool
,BMS_OWC_S_1,BMS,OWC_Cell_39,38,1,1,0,,,,30000,bool
,BMS_OWC_S_1,BMS,OWC_Cell_40,39,1,1,0,,,,30000,bool
,BMS_OWC_S_1,BMS,OWC_Cell_41,40,1,1,0,,,,30000,bool
,BMS_OWC_S_1,BMS,OWC_Cell_42,41,1,1,0,,,,30000,bool
,BMS_OWC_S_1,BMS,OWC_Cell_43,42,1,1,0,,,,30000,bool
,BMS_OWC_S_1,BMS,OWC_Cell_44,43,1,1,0,,,,30000,bool
,BMS_OWC_S_1,BMS,OWC_Cell_45,44,1,1,0,,,,30000,bool
,BMS_OWC_S_1,BMS,OWC_Cell_46,45,1,1,0,,,,30000,bool
,BMS_OWC_S_1,BMS,OWC_Cell_47,46,1,1,0,,,,30000,bool
,BMS_OWC_S_1,BMS,OWC_Cell_48,47,1,1,0,,,,30000,bool
,BMS_OWC_S_1,BMS,OWC_Cell_49,48,1,1,0,,,,30000,bool
,BMS_OWC_S_1,BMS,OWC_Cell_50,49,1,1,0,,,,30000,bool
,BMS_OWC_S_1,BMS,OWC_Cell_51,50,1,1,0,,,,30000,bool
,BMS_OWC_S_1,BMS,OWC_Cell_52,51,1,1,0,,,,30000,bool
,BMS_OWC_S_1,BMS,OWC_Cell_53,52,1,1,0,,,,30000,bool
,BMS_OWC_S_1,BMS,OWC_Cell_54,53,1,1,0,,,,30000,bool
,BMS_OWC_S_1,BMS,OWC_Cell_55,54,1,1,0,,,,30000,bool
,BMS_OWC_S_1,BMS,OWC_Cell_56,55,1,1,0,,,,30000,bool
,BMS_OWC_S_1,BMS,OWC_Cell_57,56,1,1,0,,,,30000,bool
,BMS_OWC_S_1,BMS,OWC_Cell_58,57,1,1,0,,,,30000,bool
,BMS_OWC_S_1,BMS,OWC_Cell_59,58,1,1,0,,,,30000,bool
,BMS_OWC_S_1,BMS,OWC_Cell_60,59,1,1,0,,,,30000,bool
,BMS_OWC_S_1,BMS,OWC_Cell_61,60,1,1,0,,,,30000,bool
,BMS_OWC_S_1,BMS,OWC_Cell_62,61,1,1,0,,,,30000,bool
,BMS_OWC_S_1,BMS,OWC_Cell_63,62,1,1,0,,,,30000,bool
,BMS_OWC_S_1,BMS,OWC_Cell_64,63,1,1,0,,,,30000,bool
0x143,BMS_OWC_S_2,BMS,OWC_Cell_65,0,1,1,0,,,,30000,bool
,BMS_OWC_S_2,BMS,OWC_Cell_66,1,1,1,0,,,,30000,bool
,BMS_OWC_S_2,BMS,OWC_Cell_67,2,1,1,0,,,,30000,bool
,BMS_OWC_S_2,BMS,OWC_Cell_68,3,1,1,0,,,,30000,bool
,BMS_OWC_S_2,BMS,OWC_Cell_69,4,1,1,0,,,,30000,bool
,BMS_OWC_S_2,BMS,OWC_Cell_70,5,1,1,0,,,,30000,bool
,BMS_OWC_S_2,BMS,OWC_Cell_71,6,1,1,0,,,,30000,bool
,BMS_OWC_S_2,BMS,OWC_Cell_72,7,1,1,0,,,,30000,bool
,BMS_OWC_S_2,BMS,OWC_Cell_73,8,1,1,0,,,,30000,bool
,BMS_OWC_S_2,BMS,OWC_Cell_74,9,1,1,0,,,,30000,bool
,BMS_OWC_S_2,BMS,OWC_Cell_75,10,1,1,0,,,,30000,bool
,BMS_OWC_S_2,BMS,OWC_Cell_76,11,1,1,0,,,,30000,bool
,BMS_OWC_S_2,BMS,OWC_Cell_77,12,1,1,0,,,,30000,bool
,BMS_OWC_S_2,BMS,OWC_Cell_78,13,1,1,0,,,,30000,bool
,BMS_OWC_S_2,BMS,OWC_Cell_79,14,1,1,0,,,,30000,bool
,BMS_OWC_S_2,BMS,OWC_Cell_80,15,1,1,0,,,,30000,bool
,BMS_OWC_S_2,BMS,OWC_Cell_81,16,1,1,0,,,,30000,bool
,BMS_OWC_S_2,BMS,OWC_Cell_82,17,1,1,0,,,,30000,bool
,BMS_OWC_S_2,BMS,OWC_Cell_83,18,1,1,0,,,,30000,bool
,BMS_OWC_S_2,BMS,OWC_Cell_84,19,1,1,0,,,,30000,bool
,BMS_OWC_S_2,BMS,OWC_Cell_85,20,1,1,0,,,,30000,bool
,BMS_OWC_S_2,BMS,OWC_Cell_86,21,1,1,0,,,,30000,bool
,BMS_OWC_S_2,BMS,OWC_Cell_87,22,1,1,0,,,,30000,bool
,BMS_OWC_S_2,BMS,OWC_Cell_88,23,1,1,0,,,,30000,bool
,BMS_OWC_S_2,BMS,OWC_Cell_89,24,1,1,0,,,,30000,bool
,BMS_OWC_S_2,BMS,OWC_Cell_90,25,1,1,0,,,,30000,bool
,BMS_OWC_S_2,BMS,OWC_Cell_91,26,1,1,0,,,,30000,bool
,BMS_OWC_S_2,BMS,OWC_Cell_92,27,1,1,0,,,,30000,bool
,BMS_OWC_S_2,BMS,OWC_Cell_93,28,1,1,0,,,,30000,bool
,BMS_OWC_S_2,BMS,OWC_Cell_94,29,1,1,0,,,,30000,bool
,BMS_OWC_S_2,BMS,OWC_Cell_95,30,1,1,0,,,,30000,bool
,BMS_OWC_S_2,BMS,OWC_Cell_96,31,1,1,0,,,,30000,bool
,BMS_OWC_S_2,BMS,OWC_Cell_97,32,1,1,0,,,,30000,bool
,BMS_OWC_S_2,BMS,OWC_Cell_98,33,1,1,0,,,,30000,bool
,BMS_OWC_S_2,BMS,OWC_Cell_99,34,1,1,0,,,,30000,bool
,BMS_OWC_S_2,BMS,OWC_Cell_100,35,1,1,0,,,,30000,bool
,BMS_OWC_S_2,BMS,OWC_Cell_101,36,1,1,0,,,,30000,bool
,BMS_OWC_S_2,BMS,OWC_Cell_102,37,1,1,0,,,,30000,bool
,BMS_OWC_S_2,BMS,OWC_Cell_103,38,1,1,0,,,,30000,bool
,BMS_OWC_S_2,BMS,OWC_Cell_104,39,1,1,0,,,,30000,bool
,BMS_OWC_S_2,BMS,OWC_Cell_105,40,1,1,0,,,,30000,bool
,BMS_OWC_S_2,BMS,OWC_Cell_106,41,1,1,0,,,,30000,bool
,BMS_OWC_S_2,BMS,OWC_Cell_107,42,1,1,0,,,,30000,bool
,BMS_OWC_S_2,BMS,OWC_Cell_108,43,1,1,0,,,,30000,bool
,BMS_OWC_S_2,BMS,OWC_Cell_109,44,1,1,0,,,,30000,bool
,BMS_OWC_S_2,BMS,OWC_Cell_110,45,1,1,0,,,,30000,bool
,BMS_OWC_S_2,BMS,OWC_Cell_111,46,1,1,0,,,,30000,bool
,BMS_OWC_S_2,BMS,OWC_Cell_112,47,1,1,0,,,,30000,bool
,BMS_OWC_S_2,BMS,OWC_Cell_113,48,1,1,0,,,,30000,bool
,BMS_OWC_S_2,BMS,OWC_Cell_114,49,1,1,0,,,,30000,bool
,BMS_OWC_S_2,BMS,OWC_Cell_115,50,1,1,0,,,,30000,bool